ID	SEC_ID	FEATURE	STATE	ARTICLE
0207B203-3-017	35	errors;correct_συμφωνία;πτώση	active	ενα
0207B203-3-017	66	errors;correct_συμφωνία;πτώση	active	το
0207B203-3-017	80	errors;correct_συμφωνία;πρόσωπο	active	μια
0207B203-3-017	93	errors;correct_συμφωνία;πρόσωπο	active	τα
0207B203-3-017	98	errors;correct_συμφωνία;πτώση	active	η
0207B203-3-017	102	errors;correct_συμφωνία;αριθμός	active	τα
0207B203-3-017	106	errors;correct_συμφωνία;πτώση	active	ενας
0207B203-3-017	110	errors;correct_συμφωνία;πτώση	active	την
0207B203-3-017	114	errors;correct_συμφωνία;πτώση	active	της
0207B203-3-017	118	errors;correct_συμφωνία;πτώση	active	την
0207B203-3-017	122	errors;correct_συμφωνία;πτώση	active	η
0207B203-3-017	68	errors;συμφ;σ-αρι	active	του
0207B203-3-017	126	errors;correct_συμφωνία;πτώση	active	ενα
0207B203-3-017	129	errors;correct_συμφωνία;πρόσωπο	active	ο
0207B203-3-017	133	errors;correct_συμφωνία;πρόσωπο	active	το
0207B203-3-017	138	errors;correct_συμφωνία;αριθμός	active	τα
0207A115-2-045	27	errors;correct_συμφωνία;πτώση	active	ένα
0207A115-2-045	30	errors;correct_συμφωνία;πτώση	active	Μια
0207A115-2-045	33	errors;correct_συμφωνία;πτώση	active	το
0207A115-2-045	35	errors;correct_συμφωνία;πρόσωπο	active	μια
0207A115-2-045	39	errors;correct_συμφωνία;πτώση	active	Η
0207A115-2-045	40	errors;correct_συμφωνία;γένος	active	τα
0207A115-2-045	45	errors;correct_συμφωνία;πτώση	active	Η
0207A115-2-045	48	errors;correct_συμφωνία;πτώση	active	ένας
0207A115-2-045	51	errors;correct_συμφωνία;πτώση	active	η
0207A115-2-045	54	errors;correct_συμφωνία;πτώση	active	τη
0207A115-2-045	58	errors;correct_συμφωνία;πτώση	active	ο
0207A115-2-045	61	errors;correct_συμφωνία;πτώση	active	την
0207A115-2-045	11	errors;ορθ;πεζ	active	η
0207A115-2-045	26	errors;τον	active	το
0523B002-3-013	38	errors;correct_συμφωνία;πτώση	active	Ένα
0523B002-3-013	42	errors;correct_συμφωνία;πτώση	active	τα
0523B002-3-013	46	errors;correct_συμφωνία;πτώση	active	το
0523B002-3-013	49	errors;correct_συμφωνία;πρόσωπο	active	τα
0523B002-3-013	53	errors;correct_συμφωνία;πρόσωπο	active	μία
0523B002-3-013	57	errors;correct_συμφωνία;πρόσωπο	active	το
0523B002-3-013	59	errors;correct_συμφωνία;αριθμός	active	ενας
0523B002-3-013	66	errors;correct_συμφωνία;πτώση	active	ο
0523B002-3-013	67	errors;correct_συμφωνία;αριθμός	active	της
0523B002-3-013	34	errors;κειμ;αναφορά_κλιτικό;αντ_οφ	active	την
0523B002-3-013	71	errors;correct_συμφωνία;πτώση	active	τα
0523B001-3-030	95	errors;correct_συμφωνία;πτώση	active	μια
0523B001-3-030	98	errors;correct_συμφωνία;πρόσωπο	active	τα
0523B001-3-030	103	errors;correct_συμφωνία;αριθμός	active	τα
0523B001-3-030	107	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-030	111	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-030	115	errors;correct_συμφωνία;πτώση	active	μια
0523B001-3-030	118	errors;correct_συμφωνία;πρόσωπο	active	η
0523B001-3-030	123	errors;correct_συμφωνία;αριθμός	active	τα
0523B001-3-030	127	errors;correct_συμφωνία;πτώση	active	το
0523B001-3-030	131	errors;correct_συμφωνία;πρόσωπο	active	τα
0523B001-3-030	135	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-030	51	errors;τον;τ-παρ	active	ενας
0523B001-3-030	142	errors;correct_συμφωνία;πρόσωπο	active	τα
0523B001-3-030	144	errors;correct_συμφωνία;αριθμός	active	την
0523B001-3-030	151	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-030	155	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-030	64	errors;πτω;πτω-αντ	active	του
0207A219-1-022	30	errors;correct_συμφωνία;πτώση	active	μία
0207A219-1-022	34	errors;correct_συμφωνία;πτώση	active	μια
0207A219-1-022	38	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-022	42	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-022	46	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-022	50	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-022	54	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-022	58	errors;correct_συμφωνία;πτώση	active	ένας
0207A219-1-022	20	errors;ορθ;ο-γραμ	active	τις
0207A219-1-022	62	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-022	66	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-023	18	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-023	22	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-023	26	errors;correct_συμφωνία;πτώση	active	μια
0207A219-1-023	30	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-023	34	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-023	38	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-023	42	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-023	46	errors;correct_συμφωνία;πτώση	active	ο
0207A115-2-044	35	errors;συμφ;σ-γεν	active	μια
0207A115-2-044	36	errors;συμφ;σ-γεν	active	η
0207A115-2-044	49	errors;correct_συμφωνία;πτώση	active	μια
0207A115-2-044	38	errors;correct_συμφωνία;αριθμός	active	η
0207A115-2-044	55	errors;correct_συμφωνία;πτώση	active	τα
0207A115-2-044	56	errors;correct_συμφωνία;πρόσωπο	active	η
0207A115-2-044	58	errors;correct_συμφωνία;πρόσωπο	active	το
0207A115-2-044	44	errors;correct_συμφωνία	active	την
0207A115-2-044	45	errors;correct_συμφωνία	active	της
0207A115-2-044	62	errors;correct_συμφωνία;πτώση	active	η
0207A115-2-044	66	errors;correct_συμφωνία;πτώση	active	ο
0314A002-2-001	21	errors;correct_συμφωνία;πρόσωπο	active	η
0314A002-2-001	26	errors;correct_συμφωνία;πτώση	active	τα
0314A002-2-001	30	errors;correct_συμφωνία;αριθμός	active	η
0314A002-2-001	34	errors;correct_συμφωνία;πτώση	active	μια
0314A002-2-001	38	errors;correct_συμφωνία;αριθμός	active	η
0314A002-2-001	42	errors;correct_συμφωνία;πτώση	active	τα
0314A002-2-001	7	errors;κλιτ;κλ-προσ	active	της
0314A002-2-001	46	errors;correct_συμφωνία;πτώση	active	ο
0314A002-2-001	50	errors;correct_συμφωνία;πτώση	active	την
0314A002-2-001	54	errors;correct_συμφωνία;πτώση	active	ο
0314A002-2-001	58	errors;correct_συμφωνία;πτώση	active	τους
0314A002-2-001	62	errors;correct_συμφωνία;πτώση	active	ένα
0314A002-2-001	66	errors;correct_συμφωνία;αριθμός	active	η
0207A204-2-002	28	errors;correct_συμφωνία;πρόσωπο	active	τα
0207A204-2-002	35	errors;correct_συμφωνία;πτώση	active	του
0207A204-2-002	39	errors;correct_συμφωνία;πτώση	active	η
0207A204-2-002	43	errors;correct_συμφωνία;πτώση	active	η
0207A204-2-002	47	errors;correct_συμφωνία;πτώση	active	τα
0207A204-2-002	51	errors;correct_συμφωνία;πτώση	active	Ο
0207A204-2-002	55	errors;correct_συμφωνία;πτώση	active	την
0523A010-2-004	38	errors;correct_συμφωνία;πτώση	active	ενα
0523A010-2-004	41	errors;correct_συμφωνία;πρόσωπο	active	η
0523A010-2-004	46	errors;correct_συμφωνία;πτώση	active	μια
0523A010-2-004	50	errors;correct_συμφωνία;πτώση	active	ενας
0523A010-2-004	51	errors;correct_συμφωνία;πτώση	active	η
0523A010-2-004	57	errors;correct_συμφωνία;γένος	active	η
0523A010-2-004	59	errors;correct_συμφωνία;αριθμός	active	την
0937A703-2-005	68	errors;correct_συμφωνία;πτώση	active	μια
0937A703-2-005	72	errors;correct_συμφωνία;πτώση	active	Η
0937A703-2-005	2	errors;συμφ;σ-γεν	active	τους
0937A703-2-005	76	errors;correct_συμφωνία;πτώση	active	μια
0937A703-2-005	80	errors;correct_συμφωνία;πτώση	active	η
0937A703-2-005	22	errors;ορθ;ο-ορια_λεξ	active	η
0937A703-2-005	64	errors;συμφ;σ-γεν	active	τους
0937A703-2-005	84	errors;correct_συμφωνία;πτώση	active	Η
0937A703-2-005	87	errors;correct_συμφωνία;πρόσωπο	active	ενας
0937A703-2-005	91	errors;correct_συμφωνία;πρόσωπο	active	την
0937A703-2-005	96	errors;correct_συμφωνία;πτώση	active	η
0937A703-2-005	100	errors;correct_συμφωνία;πτώση	active	το
0937A703-2-005	104	errors;correct_συμφωνία;πτώση	active	ο
0937A703-2-005	43	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	την
0523B001-3-032	5	errors;κλιτ;κλ-προσ	active	Το
0523B001-3-032	76	errors;correct_συμφωνία;πτώση	active	το
0523B001-3-032	92	errors;correct_συμφωνία;πτώση	active	μια
0523B001-3-032	107	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-032	120	errors;correct_συμφωνία;πτώση	active	το
0523B001-3-032	124	errors;correct_συμφωνία;πρόσωπο	active	την
0523B001-3-032	101	errors;τον;τ-παρ	active	ενα
0523B002-3-011	47	errors;correct_συμφωνία;αριθμός	active	τις
0937A702-2-008	28	errors;correct_συμφωνία;πτώση	active	τους
0937A702-2-008	31	errors;correct_συμφωνία;πρόσωπο	active	ένα
0937A702-2-008	36	errors;correct_συμφωνία;πτώση	active	το
0937A702-2-008	40	errors;correct_συμφωνία;πτώση	active	τα
0937A702-2-008	44	errors;correct_συμφωνία;πτώση	active	η
0207A203-3-048	16	errors;correct_συμφωνία;πτώση	active	μια
0207A203-3-048	26	errors;correct_συμφωνία;πτώση	active	η
0207A203-3-048	30	errors;correct_συμφωνία;πτώση	active	η
0207A203-3-048	34	errors;correct_συμφωνία;πτώση	active	μια
0207A203-3-048	38	errors;correct_συμφωνία;πτώση	active	τα
0207A203-3-048	42	errors;correct_συμφωνία;πτώση	active	η
0207A203-3-048	46	errors;correct_συμφωνία;πτώση	active	ο
0207A203-3-048	50	errors;correct_συμφωνία;πτώση	active	η
0207A203-3-048	54	errors;correct_συμφωνία;πτώση	active	το
0207A203-3-048	58	errors;correct_συμφωνία;πτώση	active	ο
0207A203-3-048	62	errors;correct_συμφωνία;πτώση	active	την
0523B001-3-029	68	errors;correct_συμφωνία;πτώση	active	ενα
0523B001-3-029	71	errors;correct_συμφωνία;πρόσωπο	active	μια
0523B001-3-029	76	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-029	13	errors;ορθ;ο-γραμ	active	τον
0523B001-3-029	22	errors;ορθ;ο-ορια_λεξ	active	Η
0523B001-3-029	80	errors;correct_συμφωνία;πτώση	active	τα
0523B001-3-029	41	errors;τον;τ-παρ	active	ενα
0523B001-3-029	83	errors;correct_συμφωνία;πρόσωπο	active	Ο
0523B001-3-029	87	errors;correct_συμφωνία;πρόσωπο	active	η
0523A004-2-010	20	errors;correct_συμφωνία;πτώση	active	ένα
0523A004-2-010	24	errors;correct_συμφωνία;πτώση	active	η
0523A004-2-010	27	errors;correct_συμφωνία;πρόσωπο	active	ο
0523A004-2-010	32	errors;correct_συμφωνία;πτώση	active	η
0419B003-3-023	71	errors;correct_συμφωνία;πτώση	active	η
0419B003-3-023	9	errors;συμφ;σ-αρι	active	του
0419B003-3-023	78	errors;correct_συμφωνία;πτώση	active	Η
0419B003-3-023	13	errors;συμφ;σ-αρι	active	του
0419B003-3-023	15	errors;συμφ;σ-γεν	active	τις
0419B003-3-023	82	errors;correct_συμφωνία;πτώση	active	μία
0419B003-3-023	86	errors;correct_συμφωνία;πτώση	active	Η
0419B003-3-023	34	errors;ορθ;ο-γραμ	active	τις
0419B003-3-023	70	errors;συμφ;σ-γεν	active	ενα
0419B003-3-023	90	errors;correct_συμφωνία;πτώση	active	Ο
0419B003-3-023	94	errors;correct_συμφωνία;πτώση	active	η
0419B003-3-023	98	errors;correct_συμφωνία;πτώση	active	ο
0419B003-3-023	69	errors;γεν	active	την
0626A008-3-023	53	errors;correct_συμφωνία;πτώση	active	ενα
0626A008-3-023	57	errors;correct_συμφωνία;πτώση	active	τα
0626A008-3-023	21	errors;ορθ;ο-γραμ	active	τις
0626A008-3-023	58	errors;correct_συμφωνία;αριθμός	active	τη
0626A008-3-023	64	errors;correct_συμφωνία;πρόσωπο	active	μια
0626A008-3-023	67	errors;correct_συμφωνία;γένος	active	Το
0626A008-3-023	73	errors;correct_συμφωνία;πτώση	active	το
0626A008-3-023	77	errors;correct_συμφωνία;πτώση	active	τα
0937A702-2-011	55	errors;correct_συμφωνία;πτώση	active	μια
0937A702-2-011	59	errors;correct_συμφωνία;πτώση	active	ένα
0937A702-2-011	63	errors;correct_συμφωνία;πτώση	active	η
0937A702-2-011	67	errors;correct_συμφωνία;πτώση	active	η
0937A702-2-011	19	errors;ορθ;ο-γραμ	active	τον
0937A702-2-011	71	errors;correct_συμφωνία;πτώση	active	μία
0937A702-2-011	75	errors;correct_συμφωνία;πτώση	active	τα
0937A702-2-011	79	errors;correct_συμφωνία;πτώση	active	ο
0937A702-2-011	12	errors;ορθ;ο-γραμ	active	τις
0937A702-2-011	83	errors;correct_συμφωνία;πτώση	active	η
0937A702-2-011	87	errors;correct_συμφωνία;πτώση	active	η
0626A008-3-021	45	errors;correct_συμφωνία;πτώση	active	το
0626A008-3-021	53	errors;correct_συμφωνία;πτώση	active	το
0419B003-3-007	81	errors;correct_συμφωνία;πτώση	active	το
0419B003-3-007	66	errors;ν	active	το
0419B003-3-007	41	errors;συμφ;σ-αρι	active	τα
0419B003-3-007	49	errors;συμφ;σ-αρι	active	το
0419B003-3-021	35	errors;correct_συμφωνία;πτώση	active	ένα
0419B003-3-021	39	errors;correct_συμφωνία;πτώση	active	Το
0419B003-3-021	43	errors;correct_συμφωνία;πτώση	active	τα
0419B003-3-021	47	errors;correct_συμφωνία	active	Η
0419B003-3-021	15	errors;συμφ;σ-αρι	active	τα
0419B003-3-021	48	errors;correct_συμφωνία;πτώση	active	η
0419B003-3-021	25	errors;ορθ;ο-γραμ	active	τις
0419B003-3-021	55	errors;correct_συμφωνία;πτώση	active	ένας
0419B003-3-021	59	errors;correct_συμφωνία;πτώση	active	την
0419B003-3-021	63	errors;correct_συμφωνία;πτώση	active	Η
0419B003-3-021	33	errors;ορθ;ο-γραμ	active	τις
0523A004-2-012	11	errors;correct_συμφωνία;πτώση	active	μια
0523A004-2-012	15	errors;correct_συμφωνία;πτώση	active	ο
0523A010-2-006	59	errors;correct_συμφωνία;πτώση	active	ενα
0523A010-2-006	89	errors;correct_συμφωνία;πτώση	active	μια
0523A010-2-006	93	errors;correct_συμφωνία;πτώση	active	τα
0523A010-2-006	96	errors;correct_συμφωνία;πτώση	active	ενας
0523A010-2-006	63	errors;συμφ;σ-γεν	active	του
0523A010-2-006	100	errors;correct_συμφωνία;πτώση	active	ενα
0523A010-2-006	104	errors;correct_συμφωνία;πτώση	active	ο
0523A004-3-008	15	errors;correct_συμφωνία;πτώση	active	τα
0523A004-3-008	17	errors;correct_συμφωνία;γένος	active	Μια
0523A004-3-008	22	errors;correct_συμφωνία;πρόσωπο	active	ο
0523A004-3-008	27	errors;correct_συμφωνία;πτώση	active	μια
0523A004-3-008	31	errors;correct_συμφωνία;πτώση	active	τα
0523A004-3-008	33	errors;correct_συμφωνία;γένος	active	ένα
0523A004-3-008	39	errors;correct_συμφωνία;πτώση	active	την
0523A004-3-008	43	errors;correct_συμφωνία;αριθμός	active	ο
0523A004-3-008	47	errors;correct_συμφωνία;γένος	active	ο
0207A115-2-046	17	errors;correct_συμφωνία;πτώση	active	ένα
0207A115-2-046	20	errors;correct_συμφωνία;πτώση	active	μια
0207A115-2-046	23	errors;correct_συμφωνία;πτώση	active	τα
0207A115-2-046	26	errors;correct_συμφωνία;πτώση	active	ένα
0207A115-2-046	33	errors;correct_συμφωνία;πτώση	active	ο
0207A115-2-046	29	errors;correct_συμφωνία;πτώση	active	την
0207A115-2-046	16	errors;correct_συμφωνία	active	της
0523B002-3-013	53	errors;correct_συμφωνία;πτώση	active	της
0523B002-3-013	41	errors;πτω;πτω-υποκ	active	την
0523B002-3-013	58	errors;correct_συμφωνία;πτώση	active	τις
0523B002-3-013	62	errors;correct_συμφωνία;πτώση	active	το
0523B002-3-013	33	errors;πτω;πτω-υποκ	active	την
0207A219-1-009	38	errors;correct_συμφωνία;πτώση	active	Τα
0207A219-1-009	42	errors;correct_συμφωνία;πτώση	active	Η
0207A219-1-009	46	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-009	50	errors;correct_συμφωνία;πτώση	active	Η
0207A219-1-009	58	errors;correct_συμφωνία;πτώση	active	Η
0207A219-1-009	62	errors;correct_συμφωνία;πτώση	active	Ο
0207A219-1-009	66	errors;correct_συμφωνία;πτώση	active	Ο
1351A004-3-005	16	errors;correct_συμφωνία;πτώση	active	μια
1351A004-3-005	20	errors;correct_συμφωνία;πτώση	active	μια
1351A004-3-005	24	errors;correct_συμφωνία;πτώση	active	ένα
1351A004-3-005	28	errors;correct_συμφωνία;πτώση	active	η
1351A004-3-005	32	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-021	45	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-021	49	errors;correct_συμφωνία;πτώση	active	μία
0207A219-1-021	53	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-021	57	errors;correct_συμφωνία;πτώση	active	το
0207A219-1-021	25	errors;συμφ;σ-γεν	active	το
0207A219-1-021	36	errors;συμφ;σ-γεν	active	το
0207A219-1-021	58	errors;correct_συμφωνία;αριθμός	active	την
0207A219-1-021	62	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-021	66	errors;correct_συμφωνία;πτώση	active	ο
0207A219-1-021	70	errors;correct_συμφωνία;πτώση	active	την
0523B001-3-030	86	errors;correct_συμφωνία;γένος	active	μια
0523B001-3-030	110	errors;correct_συμφωνία;πτώση	active	το
0523B001-3-030	114	errors;correct_συμφωνία;αριθμός	active	το
0523B001-3-030	117	errors;correct_συμφωνία;πρόσωπο	active	τα
0523B001-3-030	126	errors;correct_συμφωνία;αριθμός	active	τα
0523B001-3-030	122	errors;correct_συμφωνία;αριθμός	active	τα
0523B001-3-030	130	errors;correct_συμφωνία;πτώση	active	τα
0523B001-3-030	134	errors;correct_συμφωνία;πτώση	active	τα
0523B001-3-030	138	errors;correct_συμφωνία;αριθμός	active	τα
0523B001-3-030	142	errors;correct_συμφωνία;πτώση	active	ο
0207A219-1-034	26	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-034	30	errors;correct_συμφωνία;πτώση	active	μια
0207A219-1-034	34	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-034	38	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-034	42	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-034	45	errors;correct_συμφωνία;πρόσωπο	active	ένας
0207A219-1-034	49	errors;correct_συμφωνία;πρόσωπο	active	ο
0207A219-1-034	54	errors;correct_συμφωνία;πτώση	active	την
0207A219-1-034	58	errors;correct_συμφωνία;πτώση	active	η
0207A219-1-034	60	errors;correct_συμφωνία;γένος	active	ο
0207A219-1-034	65	errors;correct_συμφωνία;πρόσωπο	active	η
0207A219-1-020	12	errors;correct_συμφωνία;πτώση	active	ένα
0207A219-1-020	16	errors;correct_συμφωνία;πτώση	active	τα
0207A219-1-020	7	errors;συμφ;σ-γεν	active	της
0207A219-1-020	20	errors;correct_συμφωνία;πτώση	active	το
0207A115-2-047	4	errors;ορθ;ο-γραμ	active	οι
0207A115-2-047	34	errors;correct_συμφωνία;πτώση	active	μια
0207A115-2-047	37	errors;correct_συμφωνία;πτώση	active	τα
0207A115-2-047	40	errors;correct_συμφωνία;πτώση	active	ένας
0207A115-2-047	28	errors;correct_συμφωνία;αριθμός	active	την
0207A115-2-047	46	errors;correct_συμφωνία;πτώση	active	η
0207A115-2-047	22	errors;ορθ;ο-γραμ	active	τον
0207A115-2-047	48	errors;correct_συμφωνία;πτώση	active	η
0207A115-2-047	51	errors;correct_συμφωνία;πτώση	active	ο
0207A115-2-047	54	errors;correct_συμφωνία;πτώση	active	την
0523A010-2-004	2	errors;ορθ;ο-γραμ	active	οι
0523A010-2-004	27	errors;correct_συμφωνία;πτώση	active	την
0523A010-2-004	31	errors;correct_συμφωνία;πτώση	active	της
0523A010-2-004	34	errors;correct_συμφωνία;πρόσωπο	active	ένα
0523A010-2-004	39	errors;correct_συμφωνία;πτώση	active	του
0937A703-2-005	61	errors;correct_συμφωνία;πτώση	active	Η
0937A703-2-005	57	errors;correct_συμφωνία;πτώση	active	τους
0937A703-2-005	65	errors;correct_συμφωνία;πτώση	active	την
0937A703-2-005	69	errors;correct_συμφωνία;πτώση	active	την
0523B001-3-032	65	errors;correct_συμφωνία;αριθμός	active	μια
0523B001-3-032	69	errors;correct_συμφωνία;πτώση	active	η
0523B001-3-032	73	errors;correct_συμφωνία;αριθμός	active	μια
0523B001-3-032	77	errors;correct_συμφωνία;πτώση	active	τα
0523B001-3-032	32	errors;τον;τ-παρ	active	ενα
0523B001-3-032	81	errors;correct_συμφωνία;αριθμός	active	η
0523B001-3-032	84	errors;correct_συμφωνία;πρόσωπο	active	την
0523B001-3-032	89	errors;correct_συμφωνία;αριθμός	active	η
0523B001-3-032	93	errors;correct_συμφωνία;πτώση	active	το
0523B001-3-032	94	errors;correct_συμφωνία;αριθμός	active	η
0523B001-3-032	50	errors	active	η
0523B001-3-032	98	errors;correct_συμφωνία;πτώση	active	ο
0523B001-3-032	105	errors;correct_συμφωνία;αριθμός	active	η
0523B001-3-032	45	errors;κλιτ;κλ-προσ	active	τους
0523B001-3-032	109	errors;correct_συμφωνία;πτώση	active	το
0523B002-3-011	97	errors;correct_συμφωνία;πτώση	active	ενα
0523B002-3-011	101	errors;correct_συμφωνία;πτώση	active	ενα
0523B002-3-011	105	errors;correct_συμφωνία;πτώση	active	το
0523B002-3-011	109	errors;correct_συμφωνία;πρόσωπο	active	τα
0523B002-3-011	88	errors;συμφ;σ-γεν	active	του
0523B002-3-011	112	errors;correct_συμφωνία;πτώση	active	ενας
0523B002-3-011	89	errors;συμφ;σ-γεν	active	το
0523B002-3-011	116	errors;correct_συμφωνία;πτώση	active	την
0523B002-3-011	47	errors;συμφ;σ-γεν	active	Το
