ID	SEC_ID	FEATURE	STATE	ARTICLE
0207A219-1-019	3	errors;ορθ;ο-γραμ	active	τις
0207A219-1-019	4	errors;συμφ;σ-αρι	active	της
0207A219-1-019	7	errors;κλιτ;κλ-προσ	active	τους
0207A219-1-019	11	errors;γεν	active	τους
0207A219-1-031	2	errors;ορθ;ο-γραμ	active	τον
0207A219-1-031	5	errors;ορθ;ο-γραμ	active	τον
0207A219-1-031	11	errors;ορθ;ο-γραμ	active	τον
0207A219-1-025	11	errors;συμφ;σ-γεν	active	της
0419A004-3-033	10	errors;ορθ;ο-ορια_λεξ	active	η
0419A004-3-033	12	errors;ορθ;ο-γραμ	active	τον
0419A004-3-033	61	errors;ορθ;ο-γραμ	active	τις
0419A004-3-033	85	errors;συμφ;σ-γεν	active	τον
0419A004-3-033	86	errors;συμφ;σ-γεν	active	τον
0419A004-3-033	96	errors;ορθ;ο-γραμ	active	τον
0419B003-3-003	37	errors;συμφ;σ-πτω	active	του
0419A003-2-001	4	errors;συμφ;σ-γεν	active	μια
0626A008-2-019	1	errors;συμφ;σ-αρι	active	του
0419B003-3-018	4	errors;ορθ;ο-ορια_λεξ	active	τα
0419B003-3-018	29	errors;συμφ;σ-γεν	active	τους
0419B003-3-018	42	errors;συμφ;σ-γεν	active	τους
0419B003-3-018	71	errors;συμφ;σ-αρι	active	του
0523A010-2-002	23	errors;ορθ;ο-γραμ	active	τον
0523A010-2-002	7	errors;ορθ;ο-γραμ	active	τις
0207A204-2-004	13	errors;ορθ;ο-γραμ	active	τις
0207A204-2-006	54	errors;κλιτ;κλ-προσ	active	της
0207A204-2-006	34	errors;ορθ;ο-γραμ	active	τις
0419B001-3-034	21	errors;ορθ;ο-γραμ	active	τη
0419A004-3-031	47	errors;συμφ;σ-πτω	active	της
0419A004-3-031	52	errors;συμφ;σ-αρι	active	του
0207A219-1-027	11	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τα
0207A115-2-041	26	errors;συμφ;σ-γεν	active	τις
0207A115-2-041	38	errors;πτω;πτω-προσδ_γενική	active	την
0207A115-2-041	15	errors;πτω;πτω-προσδ_γενική	active	την
0207A115-2-041	48	errors;συμφ;σ-γεν	active	το
0207A219-1-032	9	errors;συμφ;σ-γεν	active	της
0207A219-1-032	16	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τα
0207A219-1-032	17	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τους
0419B003-3-003	41	errors;τον;τ-παρ	active	ενα
0419A004-3-033	1	errors;κλιτ;κλ-προσ	active	το
0207A219-2-010	7	errors;ορθ;ο-γραμ	active	οι
0523B002-3-017	20	errors;γεν	active	τον
0523B002-3-017	95	errors;ορθ;ο-γραμ	active	τον
0523B002-3-017	40	errors;συμφ;σ-γεν	active	ενα
0523B002-3-017	99	errors;συμφ;σ-γεν	active	το
0523B002-3-017	85	errors;ορθ;ο-γραμ	active	τον
0419A003-2-001	44	errors;ν	active	τη
0207A204-3-005	32	errors;ορθ;ο-ορια_λεξ	active	η
0207A204-3-005	72	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τους
0314A002-2-003	1	errors;τον;τ-παρ	active	ενα
0314A002-2-003	32	errors;κειμ;υποκ;υποκ-προσ	active	η
0314A002-2-003	72	errors;τον;τ-παρ	active	ενα
0419B003-3-018	19	errors;ορθ;ο-γραμ	active	τις
0419B003-3-018	33	errors;τον;τ-παρ	active	ενας
0419B003-3-018	34	errors;τον;τ-παρ	active	εναν
0523A004-3-009	19	errors;συμφ;σ-γεν	active	της
0523A004-3-009	20	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τα
0523A010-2-007	25	errors;συμφ;σ-πτω	active	της
0207A204-2-001	3	errors;ορθ;ο-γραμ	active	τις
0207A204-2-001	24	errors;συμφ;σ-γεν	active	το
0523A004-2-008	26	errors	active	ένα
1349A007-1-013	5	errors;ορθ;ο-ορια_λεξ	active	η
1349A007-1-013	68	errors;κειμ;υποκ;υποκ-προσ	active	η
1349A007-1-013	22	errors;ορθ;ο-ορια_λεξ	active	η
1349A007-1-013	27	errors;αρθ;ορι;ο-προσ	active	η
1349A007-1-013	40	errors;ορθ;ο-ορια_λεξ	active	η
0419B003-3-020	8	errors;συμφ;σ-γεν	active	της
0419B003-3-020	10	errors;συμφ;σ-αρι	active	το
0937A702-2-010	46	errors;ορθ;ο-λεξ	active	η
0937A509-1-001	3	errors;ορθ;ο-γραμ	active	τον
0419B003-3-022	35	errors;ορθ;ο-γραμ	active	της
0419B003-3-022	61	errors;ορθ;ο-γραμ	active	της
0419B003-3-004	56	errors;συμφ;σ-γεν	active	τους
0626A008-3-022	37	errors;συμφ;σ-αρι	active	του
0626A008-3-022	30	errors;ορθ;ο-γραμ	active	τις
0626A008-3-022	17	errors;συμφ;σ-γεν	active	τον
0523A004-3-010	2	errors;συμφ;σ-γεν	active	της
0523A004-3-010	22	errors;συμφ;σ-πτω	active	της
0523A004-3-010	32	errors;συμφ;σ-γεν	active	τον
0523B001-3-028	62	errors;ορθ;ο-ορια_λεξ	active	τα
0523B001-3-033	61	errors;συμφ;σ-αρι	active	του
0523B001-3-033	9	errors;ορθ;πεζ	active	οι
0523B001-3-033	67	errors;ορθ;ο-γραμ	active	τις
0523B001-3-033	43	errors;ορθ;ο-γραμ	active	τον
0937A702-2-009	8	errors;τον;τ-παρ	active	εναν
0207A204-3-002	10	errors;ορθ;ο-γραμ	active	τον
0207A204-3-002	39	errors;τον;τ-παρ	active	ενας
0207B203-3-014	9	errors;συμφ;σ-γεν	active	της
0207A219-2-034	1	errors;ορθ;ο-γραμ	active	τις
0207A219-2-034	16	errors;πτω;πτω-αντ	active	τους
0207A219-2-020	2	errors;ορθ;ο-γραμ	active	τον
0207A219-2-020	1	errors;συμφ;σ-γεν	active	τους
0207A219-2-020	13	errors;ορθ;ο-γραμ	active	τις
0207B203-3-016	76	errors;κλιτ;κλ-προσ	active	την
0207B203-3-016	79	errors;τον;τ-παρ	active	ενας
0523A004-3-009	17	errors;στιξ;στ-παρ	active	η
0207A219-2-036	22	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τα
0207A219-2-022	9	errors;αρθ;ορι;ο-προσ	active	το
0207A219-2-022	37	errors;αρθ;ορι;ο-προσ	active	το
0207A219-2-022	52	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	την
0523B002-3-012	8	errors;γεν	active	ενα
0523B002-3-012	36	errors;συμφ;σ-αρι	active	του
0523B001-3-031	14	errors;συμφ;σ-γεν	active	τους
0523A010-2-007	49	errors;τον;τ-παρ	active	ενα
0523A004-2-008	8	errors;πτω;πτω-αντ	active	της
0523A004-2-008	16	errors;πτω;πτω-αντ	active	της
0419B003-3-020	5	errors;ορθ;πεζ	active	ο
0419B003-3-006	8	errors;συμφ;σ-γεν	active	τους
0937A509-1-003	5	errors;συμφ;σ-γεν	active	τους
0523A004-2-011	32	errors	active	τα
0523A004-2-011	14	errors;ορθ;ο-ορια_λεξ	active	ο
0419B003-3-004	14	errors;ορθ;ο-γραμ	active	τη
0937A702-2-012	1	errors;συμφ;σ-γεν	active	τους
0937A702-2-012	10	errors;ν	active	τη
0314A002-3-004	13	errors;τον;τ-παρ	active	ενα
0314A002-3-004	53	errors;ορθ;ο-ορια_λεξ	active	ο
0523A004-3-010	4	errors;ορθ;ο-γραμ	active	η
0523B001-3-028	89	errors;συμφ;σ-γεν	active	τις
0523B001-3-028	65	errors;ορθ;ο-γραμ	active	τις
0523B001-3-028	103	errors;συμφ;σ-γεν	active	τους
0937A703-2-004	2	errors;κλιτ;κλ-προσ	active	της
0523B001-3-033	17	errors;πτω;πτω-προσδ_γενική	active	το
0937A702-2-009	12	errors;ορθ;κεφ	active	Ο
0937A702-2-009	33	errors;ορθ;ο-γραμ	active	η
0937A702-2-009	45	errors;ορθ;ο-γραμ	active	η
0937A702-2-009	58	errors;ορθ;ο-γραμ	active	της
0207A204-2-003	16	errors;τον;τ-παρ	active	ενα
0419A004-3-030	17	errors;ορθ;ο-ορια_λεξ	active	Η
0419A004-3-030	33	errors;τον;τ-παρ	active	ενα
1349A007-1-015	18	errors;συμφ;σ-γεν	active	του
1349A007-1-015	23	errors;ορθ;ο-γραμ	active	τις
0207A204-2-007	20	errors;ορθ;ο-γραμ	active	τον
0419B001-3-035	5	errors;ορθ;ο-γραμ	active	της
0419B001-3-035	25	errors;ορθ;πεζ	active	τα
0207A219-2-008	47	errors;τον;τ-παρ	active	ενα
0207A219-2-008	23	errors;ορθ;ο-γραμ	active	τον
0207A202-3-066	20	errors;τον;τ-παρ	active	ενας
0419B003-3-019	5	errors;συμφ;σ-αρι	active	του
0523B002-3-016	13	errors;ορθ;κεφ	active	Ενα
0523B002-3-016	30	errors;τον;τ-παρ	active	ενα
0523B002-3-016	35	errors;σορ	active	την
0523B002-3-016	47	errors;συμφ;σ-αρι	active	τα
0626A008-2-018	6	errors;κλιτ;κλ-προσ	active	τον
0626A008-2-018	7	errors;συμφ;σ-γεν	active	έναν
0626A008-2-018	22	errors;ορθ;ο-γραμ	active	η
0523B001-3-035	19	errors;συμφ;σ-γεν	active	τους
0523B001-3-035	20	errors;ορθ;ο-γραμ	active	τις
0207A204-3-004	43	errors;ορθ;ο-ορια_λεξ	active	ο
0207A204-3-004	45	errors;ορθ;ο-γραμ	active	τις
0314A002-3-006	32	errors;συμφ;σ-γεν	active	τους
0314A002-3-006	110	errors;ορθ;ο-ορια_λεξ	active	το
0523A008-2-011	21	errors;ορθ;ο-ορια_λεξ	active	ένα
0207A219-2-011	34	errors;συμφ;σ-γεν	active	της
0626A008-3-024	1	errors;ορθ;πεζ	active	μια
0626A008-3-024	4	errors;τον;τ-παρ	active	εναν
0207A219-2-026	6	errors;συμφ;σ-αρι	active	του
0419B003-3-002	2	errors;συμφ;σ-αρι	active	της
0419A004-1-006	2	errors;συμφ;σ-γεν	active	τις
0419A004-1-006	5	errors;ορθ;κεφ	active	Μια
0419A004-1-006	13	errors;ορθ;ο-γραμ	active	τις
0419A004-1-006	20	errors;ορθ;κεφ	active	Μια
0419A004-1-006	23	errors;ορθ;ο-γραμ	active	τις
0207A219-2-035	1	errors;τον;τ-παρ	active	ενα
0207A219-2-035	39	errors;τον;τ-παρ	active	ενας
0207A219-2-035	32	errors;ορθ;ο-ορια_λεξ	active	η
0207A219-2-035	31	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	την
0207A219-2-030	4	errors;ορθ;ο-γραμ	active	τις
0207A219-2-030	9	errors;ορθ;ο-γραμ	active	τις
0207A219-2-018	33	errors;γεν	active	ένα
0207A204-3-006	6	errors;ορθ;ο-γραμ	active	τον
0207A204-3-006	29	errors;ορθ;ο-γραμ	active	τις
0207A204-3-006	32	errors;ορθ;ο-γραμ	active	τον
0523B002-3-014	24	errors;πτω;πτω-αιτ_χρόνου	active	η
0523B002-3-014	30	errors;πτω;πτω-αντ	active	η
0207A204-2-005	8	errors;ορθ;ο-ορια_λεξ	active	η
0207A204-2-005	29	errors;πτω;πτω-προσδ_γενική	active	την
0207A204-2-005	39	errors;ορθ;ο-ορια_λεξ	active	τη
0937A703-2-002	8	errors;ορθ;ο-γραμ	active	τις
0523B001-3-035	2	errors;κλιτ;κλ-προσ	active	της
0523B001-3-035	6	errors;ορθ;ο-γραμ	active	της
0523B001-3-035	14	errors;ορθ;ο-γραμ	active	των
0523B001-3-035	37	errors;ορθ;ο-γραμ	active	των
0626A008-2-018	26	errors;πτω;πτω-υποκ	active	έναν
0626A008-2-018	8	errors;συμφ;σ-γεν	active	Ένα
0626A008-2-018	21	errors;συμφ;σ-γεν	active	το
0523A008-2-011	13	errors;ορθ;κεφ	active	Το
0523A008-2-011	36	errors;ορθ;ο-ορια_λεξ	active	ο
0626A008-3-024	4	errors;γεν	active	μια
0419A004-3-032	3	errors;τον;τ-παρ	active	ενα
0419A004-3-032	14	errors;συμφ;σ-αρι	active	το
0419A004-3-032	20	errors;πτω;πτω-υποκ	active	το
0207A219-2-025	16	errors;ορθ;ο-γραμ	active	τις
0419B003-3-024	64	errors;προθ;π-παρ	active	ο
0419B003-3-024	66	errors;συμφ;σ-γεν	active	ο
0419B003-3-024	82	errors;συμφ;σ-γεν	active	τη
0419B003-3-015	8	errors;ορθ;ο-λεξ	active	τη
0523A008-3-007	11	errors;ορθ;ο-ορια_λεξ	active	η
0523A008-3-007	42	errors;τον;τ-παρ	active	ενας
0523A008-3-007	48	errors;ν	active	τη
0523A008-3-007	73	errors;στιξ;στ-παρ	active	ο
0207A219-2-006	61	errors;ορθ;ο-ορια_λεξ	active	η
0207B202-3-056	2	errors;συμφ;σ-γεν	active	της
0523A002-3-002	20	errors;κειμ;συνδ;παρ-παρ	active	η
0207A203-3-043	7	errors;τον;τ-παρ	active	ενα
0207A203-3-043	25	errors;συμφ;σ-γεν	active	τις
0523A008-3-005	29	errors;στιξ;στ-παρ	active	η
0207A203-3-067	1	errors;ορθ;ο-ορια_λεξ	active	Μια
0207A203-3-067	40	errors;ορθ;ο-ορια_λεξ	active	τα
0207A203-3-067	76	errors;ορθ;ο-γραμ	active	τις
0207A203-3-067	93	errors;τον;τ-παρ	active	ενα
0207A202-3-034	51	errors;τον;τ-παρ	active	ενα
0207A202-3-034	82	errors;αρθ;αορ;α-αντι	active	ενα
0207A202-3-034	4	errors;συμφ;σ-πτω	active	Ο
0207A202-3-034	80	errors;συμφ;σ-γεν	active	το
0207A202-3-034	75	errors;αρθ;ορι;ο-παρ	active	ο
0207B203-3-023	78	errors;συμφ;σ-γεν	active	το
0207B203-3-023	79	errors;συμφ;σ-γεν	active	το
0207B203-3-023	80	errors;αρθ;ορι;ο-προσ	active	το
0207B203-3-023	81	errors;συμφ;σ-γεν	active	το
0207B203-3-023	86	errors;ορθ;ο-γραμ	active	τις
0207A219-2-017	14	errors;συμφ;σ-αρι	active	τα
0523A008-3-007	9	errors;ορθ;ο-ορια_λεξ	active	ο
0523A008-3-007	30	errors;στιξ;στ-παρ	active	η
0207A204-3-008	66	errors;ορθ;ο-ορια_λεξ	active	η
0207A204-3-008	26	errors;συμφ;σ-πτω	active	τους
0523A008-3-005	16	errors;γεν	active	το
0419B003-3-017	14	errors;σορ	active	ο
0419B003-3-017	11	errors;προθ;π-προσ	active	την
0314A002-3-003	62	errors;τον;τ-παρ	active	ενα
1348A002-1-019	39	errors;ορθ;ο-γραμ	active	τις
1348A002-1-019	43	errors;ορθ;ο-γραμ	active	τον
0207A202-3-057	60	errors;συμφ;σ-γεν	active	το
0207A202-3-057	62	errors;συμφ;σ-γεν	active	το
0207A202-3-057	78	errors;συμφ;σ-γεν	active	τον
0207A202-3-057	90	errors;κειμ	active	το
0207A203-3-039	20	errors;συμφ;σ-αρι	active	τις
0207A203-3-039	57	errors;συμφ;σ-γεν	active	τους
0207A203-3-039	72	errors;τον;τ-παρ	active	ενας
0937A154-2-004	31	errors;τον;τ-παρ	active	ενα
0207A219-2-016	37	errors;συμφ;σ-αρι	active	το
0207A219-2-016	24	errors;συμφ;σ-γεν	active	ενα
0207B202-3-050	32	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τους
1349A007-3-011	2	errors;ορθ;ο-λεξ	active	τη
0523A002-3-004	36	errors;συμφ;σ-αρι	active	τα
0419B003-3-013	13	errors;τον;τ-παρ	active	το
0523A004-2-006	1	errors;γραφ;γ-λεξ	active	τα
0314A002-2-002	25	errors;συμφ;σ-γεν	active	τον
0207A202-3-030	25	errors;τον;τ-παρ	active	ενα
0207A202-3-030	36	errors;γεν	active	το
0523B001-3-024	4	errors;ορθ;ο-γραμ	active	τον
0523A010-2-010	44	errors;συμφ;σ-γεν	active	της
0523A010-2-010	29	errors;συμφ;σ-πτω	active	της
0523A010-2-010	35	errors;συμφ;σ-πτω	active	Ο
1348A002-1-020	44	errors;γεν	active	ένα
1348A002-1-020	34	errors;ορθ;ο-ορια_λεξ	active	ο
0207A202-3-032	2	errors;συμφ;σ-γεν	active	της
0937A702-2-007	16	errors;πτω;πτω-προσδ_γενική	active	την
0314A002-3-001	5	errors;συμφ;σ-γεν	active	τους
0314A002-3-001	15	errors;ορθ;ο-ορια_λεξ	active	η
0207A202-3-029	6	errors	active	το
0207A202-3-029	19	errors;γεν	active	το
0523A008-1-002	10	errors;τον;τ-παρ	active	ενα
0523A008-1-002	16	errors;συμφ;σ-πτω	active	τις
0523A008-1-002	36	errors;τον;τ-παρ	active	ενα
0523A002-3-004	45	errors;στιξ;στ-παρ	active	η
0207A219-2-039	24	errors;τον;τ-παρ	active	ενα
0207A219-2-039	39	errors;ορθ;ο-γραμ	active	τον
0207B203-3-018	12	errors;συμφ;σ-αρι	active	του
0523A004-3-007	43	errors;στιξ;στ-παρ	active	ο
0523A004-3-007	57	errors;γραφ;γ-γραμ	active	Ο
0207A203-3-063	50	errors;πτω;πτω-προσδ_γενική	active	την
0207A203-3-063	72	errors;ορθ;ο-γραμ	active	τον
0419B003-3-013	1	errors;προθ;π-παρ	active	Την
0419B003-3-013	5	errors;προθ;π-παρ	active	Την
0523A004-2-006	28	errors;συμφ;σ-γεν	active	του
0523A004-2-006	37	errors;συμφ;σ-γεν	active	το
0523A004-2-006	40	errors;τον;τ-παρ	active	ενα
0523A004-2-006	44	errors;ορθ;ο-γραμ	active	τις
0523A004-2-006	49	errors;ορθ;ο-γραμ	active	τις
0419B003-3-008	61	errors;ορθ;ο-γραμ	active	οι
0207B203-3-025	80	errors;συμφ;σ-αρι	active	τα
0207A202-3-030	1	errors;τον;τ-παρ	active	εναν
0207A202-3-030	11	errors;τον;τ-παρ	active	ενα
0207A202-3-030	18	errors;ορθ;ο-λεξ	active	τη
0207A202-3-030	43	errors;ορθ;ο-λεξ	active	τη
0207A202-3-030	40	errors;τον;τ-παρ	active	ενα
0207A202-3-030	4	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τους
0937A154-2-002	25	errors;ορθ;ο-γραμ	active	τις
0523B001-3-026	6	errors;συμφ;σ-αρι	active	του
0523B001-3-026	17	errors;ορθ;ο-γραμ	active	οι
0523B001-3-026	25	errors;ορθ;ο-γραμ	active	οι
0523B001-3-026	47	errors;ορθ;ο-γραμ	active	τον
1349A007-3-008	63	errors;τον;τ-παρ	active	την
0937A702-2-007	5	errors;ορθ;ο-γραμ	active	η
0937A702-2-007	9	errors;ορθ;ο-γραμ	active	η
0937A702-2-007	19	errors;τον;τ-παρ	active	η
0207A219-2-002	24	errors;συμφ;σ-γεν	active	τους
0207A202-3-029	1	errors;συμφ;σ-γεν	active	Μια
0207A202-3-029	21	errors;συμφ;σ-αρι	active	το
0207A202-3-029	39	errors;τον;τ-παρ	active	Ενα
0207A202-3-029	76	errors;συμφ;σ-αρι	active	το
0207A202-3-029	70	errors;συμφ;σ-γεν	active	Η
0207A202-3-029	8	errors;συμφ;σ-πτω	active	του
0419B003-3-011	8	errors;συμφ;σ-αρι	active	του
0419B003-3-011	17	errors;ν	active	τη
0207A115-1-038	8	errors;πτω;πτω-προσδ_γενική	active	την
0207A115-1-038	26	errors;συμφ;σ-γεν	active	η
0523A002-3-003	85	errors;στιξ;στ-παρ	active	η
0419A004-2-003	38	errors;ορθ;κεφ	active	Η
0419A004-2-003	41	errors;συμφ;σ-γεν	active	της
0314A002-3-005	37	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τα
0314A002-3-005	51	errors;ορθ;ο-γραμ	active	τις
0207A203-3-064	40	errors	active	μία
0207A203-3-064	20	errors;ορθ;ο-γραμ	active	τις
0523A002-1-001	1	errors;ορθ;κεφ	active	Μια
0419B003-3-014	19	errors;πτω;πτω-υποκ	active	τις
0523A002-2-002	6	errors;συμφ;σ-γεν	active	της
0523A002-2-002	28	errors;συμφ;σ-γεν	active	της
0523A008-3-006	29	errors;ορθ;ο-γραμ	active	της
0523A008-3-006	36	errors;ορθ;ο-γραμ	active	η
0207B203-3-022	9	errors;ορθ;ο-ορια_λεξ	active	η
0207B203-3-022	68	errors;κειμ;αναφορά_κλιτικό;αντ_κλ	active	τα
0523A004-1-006	5	errors;συμφ;σ-πτω	active	της
0523A004-1-006	21	errors;τον;τ-παρ	active	ενα
0207A219-1-003	7	errors;συμφ;σ-γεν	active	τη
0207A219-1-002	24	errors;συμφ;σ-γεν	active	της
0207A219-1-002	31	errors;πτω;πτω-προσδ_γενική	active	την
0937A154-2-005	9	errors;συμφ;σ-πτω	active	τη
0207A204-3-010	58	errors;ορθ;ο-γραμ	active	τις
0207A204-3-010	76	errors;ορθ;ο-γραμ	active	τον
0207A204-3-010	82	errors;ορθ;ο-ορια_λεξ	active	ο
1351A001-1-003	11	errors;συμφ;σ-αρι	active	του
1351A001-1-003	16	errors;συμφ;σ-γεν	active	του
1351A001-1-003	13	errors;συμφ;σ-γεν	active	του
1351A001-1-003	17	errors;συμφ;σ-αρι	active	του
